sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label
761,eN9Lb3vXsAw,UCt9lHt5bMpafypEDwj6J2WQ,Back at it again,1,2020-01-13T09:56:11.000Z,0.0,neutral
762,eN9Lb3vXsAw,UC7W1uerbu5RyE-jhtXe9reQ,"Welcome Back, Siraj",10,2020-01-14T12:27:03.000Z,0.4,positive
763,eN9Lb3vXsAw,UCEWiP7GP6UMdfXkAO_MBRaA,Good going Mate.,4,2020-01-13T03:04:39.000Z,0.7,positive
764,eN9Lb3vXsAw,UCoYgxvrMzGPma8m3G4DhNdg,"Welcome back bro, love the positivity 👌",0,2020-01-18T13:17:11.000Z,0.43333333333333335,positive
765,eN9Lb3vXsAw,UCt08IxQMmIapqJQW6p0BPXQ,vaporwave jajaja,0,2020-01-14T03:56:46.000Z,0.0,neutral
766,eN9Lb3vXsAw,UC6-HLKrBOInqejkaLZ-CUoA,Where is that person Blah Blah?,0,2020-01-13T17:39:55.000Z,0.0,neutral
767,eN9Lb3vXsAw,UC-n9K9Se3Z8XWkx2mNObuJQ,"Automated vehicles promise to increase driver safety?? Cybersecurity is a concern for everyone, from individuals to companies to national government. Computer algorithms are helping the police predict where and when crimes will take place. The spread of helpful robots in everyday life is accompanied by a fear that such technology may one day be adapted to build killer robots.",0,2020-01-21T07:00:18.000Z,-0.1,neutral
768,eN9Lb3vXsAw,UCRagmLQbuxQ3VAWDH79OJAA,Is 2020 going to be the year we see AI Joe Rogan get Donald Trump on his podcast?,0,2020-01-15T13:41:51.000Z,0.0,neutral
769,eN9Lb3vXsAw,UC0JZM0pc94Fz1z17m7SXKHw,Like for real,0,2020-03-26T18:17:01.000Z,0.2,neutral
770,eN9Lb3vXsAw,UC8LxE4cjeQ7tOwymwbBFdYQ,Amazing 💪💪💪,1,2020-01-13T18:29:02.000Z,0.6000000000000001,positive
771,eN9Lb3vXsAw,UCO3w6rdZOLeH-sXHR7oOhtg,The Intro though 🤣🤣🤣🤣🤣🤣🤣🤣🔥🔥🔥🔥🔥🔥🔥🔥,4,2020-01-13T14:33:54.000Z,0.0,neutral
772,eN9Lb3vXsAw,UCtZ5aip-gKFJHvNMNVuxGAw,This is my first vedio watching you after what had happened ... You could over it but I can not I can not forget how I left my home to street and crying on the dead line of your registration for your course because I could not offer the money Please poor people are not goal for you and all people like you ..  you must respect  us Sorry for being honest and believe me this is my first bad comment on someone ... may be because you heart me in depth,12,2020-01-12T19:38:44.000Z,-0.09999999999999999,neutral
773,eN9Lb3vXsAw,UCjhOTge0dOC-Lpc63L-Y_1Q,Yes I'm back in black.............................,0,2020-01-13T16:57:20.000Z,-0.08333333333333333,neutral
774,eN9Lb3vXsAw,UCiQjmf304gDKJCABa4Ro80g,Sooo happy I’m actually gonna leave two comments,0,2020-01-13T02:26:27.000Z,0.4,positive
775,eN9Lb3vXsAw,UCd1YU7rPmlH6SI0iOjNyKvQ,Stay Strong.,1,2020-01-13T19:08:04.000Z,0.4333333333333333,positive
776,eN9Lb3vXsAw,UCIgTJP8CvBqUmAZNh5y1ehA,First,1,2020-01-12T19:34:14.000Z,0.25,neutral
777,eN9Lb3vXsAw,UCg8ovR702OLsvo-MLkyvdig,Am I the only one who does not understand a single word ?,7,2020-01-15T11:50:30.000Z,-0.03571428571428571,neutral
778,eN9Lb3vXsAw,UCH_VINdfdrTx1jMh1cj6ZGw,XD,2,2020-01-12T19:34:05.000Z,0.0,neutral
779,eN9Lb3vXsAw,UCN4XUFRNdkyM7psuo0WehFA,"No matter what people says about you But you are still my guru 😇 Keep posting videos, and do the good work💯😊",1,2020-01-13T13:04:30.000Z,0.7,positive
780,eN9Lb3vXsAw,UCvUjoyV651gEQ0UwTJvjolw,This is the controversial comments that you're looking for I think that's a scam son do not a father like a I improve it,2,2020-01-12T20:41:35.000Z,0.55,positive
781,eN9Lb3vXsAw,UCRdmODRylgGM-Q7DoXMOJPg,"You are brilliant, my Friend!  Thanks for the inspiration & laughs!",1,2020-03-14T02:00:09.000Z,0.625,positive
782,eN9Lb3vXsAw,UCUnGY3-NJS0F6Uvbh6VPiAw,"I had unsubbed, then resubbed - welcome back! One thing though - we do understand neural networks what's going on in the black box mathematically, there's a sigma sum equation based on weights & inputs, plus bias & activation function that gives the output.",11,2020-01-12T22:30:44.000Z,0.15833333333333335,neutral
783,eN9Lb3vXsAw,UCjw6ehYwn6L3RMMJBUMPuYg,How about a look back on your last year's prediction and how they came together?,2,2020-01-12T20:59:04.000Z,0.0,neutral
784,eN9Lb3vXsAw,UCcGJlEzLXMG7JwAMCt183nw,Feels very good that you are back. Now it's time to Rock siraj.,4,2020-01-13T17:58:27.000Z,0.45499999999999996,positive
785,eN9Lb3vXsAw,UCeYx7BlJaDGlF7dv6M4G8ZA,6 = ethics here. War follows soon after.  Thank you for sharing,2,2020-01-12T21:49:12.000Z,0.0,neutral
786,eN9Lb3vXsAw,UCjRsuJ1tCsRocrsbA4z42sg,Awwww love the family part. I can relate.,12,2020-01-13T04:35:14.000Z,0.5,positive
787,eN9Lb3vXsAw,UCCfZwumRR85Frj5q6suYPug,"Hi Siraj,  It is great to see you back, I maen, to see the energy behind your words. Welcome back my friend.",1,2020-01-18T20:37:38.000Z,0.24000000000000005,neutral
788,eN9Lb3vXsAw,UCED_5hbFe6adN_MWeluyEKA,Pytorch 🔥,4,2020-01-13T01:57:32.000Z,0.0,neutral
789,eN9Lb3vXsAw,UCQnrtfwYRgbOV0gD940-5yw,Love u bro. Your comeback after apology,0,2020-01-17T15:16:30.000Z,0.5,positive
790,eN9Lb3vXsAw,UCFrtvyL1JRFFFM7JkUfQ7oQ,So should I switch from Tensorflow/Keras to PyTorch ?,0,2020-01-12T21:32:26.000Z,0.0,neutral
791,eN9Lb3vXsAw,UCb921LVxNymo4R2N73hV4TA,Hoping to see many more videos like this. Keep it up,1,2020-01-14T03:27:43.000Z,0.5,positive
792,eN9Lb3vXsAw,UCkADIK1-GjBIE8hqksGvriA,I'm so happy you are back!!! Never give up!!!,3,2020-01-13T03:28:48.000Z,0.4,positive
793,eN9Lb3vXsAw,UCcC4jTAGSsBe-PtJhxpJP7Q,"A great man when he makes a mistake, he realizes it. Having realized it, he admits it. Having admitted it, he corrects it. ""Lao Tzu"". I do believe you're a great man. Keep doing your best siraj! Your videos empower people, it includes me.",13,2020-01-13T11:57:55.000Z,0.8666666666666667,positive
794,eN9Lb3vXsAw,UCeyyOoXA7Hio5HyeT_gEwvQ,So glad you're back in the game!,1,2020-01-13T15:12:15.000Z,0.0,neutral
795,eN9Lb3vXsAw,UCXDzNTRCQ-uoG_aHvoMlGrg,Keep up the good work. thanks for your videos. You explain complex things in a easy way.,1,2020-01-12T23:13:49.000Z,0.2583333333333333,neutral
796,eN9Lb3vXsAw,UCqiTquG3t9EeSdH4-zLWK3Q,We were waiting for you Seraj!,3,2020-01-13T14:29:26.000Z,0.0,neutral
797,eN9Lb3vXsAw,UCMHBCNSQwQPFpLgM8cROAvA,"Hello, Siraj. You probably have a lots of comments and may not notice that one. But here what I want to say. I like your memes. For someone like me who had not opportunities to start at this field from serious background it's a good start. Now I'm in the middle of coursera course, but it all starts from some videos like yours and others. Everyone makes a mistakes, or being criticized by others, and it is unachievable goal to be perfect or doing things perfect and being loved by everyone. I'm sure 
those guys who criticized you, copied a lot from stackoverflow for their homework or paid projects for their own benefits, at least several times in their life, but nobody mentions that in their speech. It's not thy end of the world, unless you're doing really bad things, BUT most likely people are afraid to critisize the last one and choose softhearted and not dangerous for them guys to put them down and increase their own self-esteem this way. Just remember that and keep up working, fix something that you need to, do not apologise a lot coz crowd will eat you up. Keep it up, man.",1,2020-01-13T03:57:46.000Z,0.21172839506172839,neutral
798,eN9Lb3vXsAw,UCoKHhw-cOFtnFyUPHGlRYOg,haha..that Siraj guy is never coming back..lol nice to see you back...,20,2020-01-12T19:35:09.000Z,0.3,neutral
799,eN9Lb3vXsAw,UCTEzJw3oyg3vsA1GGamDkDg,"'No limit is symbolic to Siraj ' is my predict,, Great work  @siraj raval ...Keep the world sane  & more positive vibes  ..!!",2,2020-01-13T20:24:56.000Z,0.5517045454545455,positive
800,eMtHmKO8GsA,UCr-h7pafGAwea6ItJfjHYbA,"You deserve all the money you make from the channel, you have helped so many people.",778,2016-11-05T15:14:09.000Z,0.5,positive
801,eMtHmKO8GsA,UC2YjaPRm5SamQdu4DUgy15w,Lol i thought you are edward snowden,316,2017-11-16T21:05:05.000Z,0.8,positive
802,eMtHmKO8GsA,UCmBoeG44oFhRGO3ul36pazQ,"When one teaches, two learns....!",322,2016-11-06T01:58:54.000Z,0.0,neutral
803,eMtHmKO8GsA,UCXdlzAZ4Q6BBQ1zaFMy-7hA,this is the guy... who inspired me to be what am i today.... thanks buddy,152,2017-11-25T14:50:31.000Z,0.2,neutral
804,eMtHmKO8GsA,UC6Rbu0HzxFlOPWkWPbEV00w,"You're an inspirational figure in my mind, Harrison!",717,2016-11-05T14:12:24.000Z,0.625,positive
805,eMtHmKO8GsA,UCGKnMeo7F9IS8uneiiW8tsg,This video earned you a subscriber.  I like how down to earth you are.  Keep it up!,347,2017-01-09T05:08:51.000Z,-0.19444444444444448,neutral
806,eMtHmKO8GsA,UCSNN8NB9jIOytXV6j_GmBbA,The universities should just give the links of your videos and student come to professors office to ask specific question,187,2016-11-05T15:30:35.000Z,0.0,neutral
807,eMtHmKO8GsA,UCrjr6QsBBEczaf9uucTWTow,Your Python tutorials are awesome!  Really glad I stumbled onto this Channel!  Thank you so much for all your hard work!,126,2018-05-16T05:09:52.000Z,0.3651041666666667,positive
808,eMtHmKO8GsA,UC38PAK1csQn1AVxYyQL1iBQ,why we got billions of views for stupid videos and not for like this one ?  the world is just unfair,43,2016-12-27T00:08:47.000Z,-0.6499999999999999,negative
809,eMtHmKO8GsA,UCJW9Z4gEdv-9koUpBEDketA,Really interesting! I would love to see you do a coding live stream!,181,2016-11-05T14:59:06.000Z,0.4318181818181818,positive
810,eMtHmKO8GsA,UC3V3la5cdkkg-LYq6-Zvg6w,Everything you make here on the sentdex youtube channel always feels so... organic? There isn't an annoying soundtrack with scripted expressions and explainations. Your content really connects at a face to face level instead of throwing dialogue at the viewer. You take the time to explain the nitty-gritty in a digestible way that helps make concepts click. I've been watching your videos for a long time now and you have tought me so much. Thank you for focusing on education as it wonderfully contrasts the channels that focus on entertaining programmers and non-programmers alike without leaving much room for technical explanations or code breakdowns.,9,2019-12-25T04:40:20.000Z,0.15624999999999997,neutral
811,eMtHmKO8GsA,UCVACtNAX1NlQl_iFJzeScEw,"Just for you, I'm gonna turn my adblock off, every time I'm watching your videos. This is the place where my programing journey started and in few weeks my first Django powered website will be live.",31,2017-02-09T14:59:02.000Z,0.06212121212121211,neutral
812,eMtHmKO8GsA,UCZeVG66Pl5wtaQhxNemvMDg,the best YouTube channel,167,2016-11-05T17:37:32.000Z,1.0,positive
813,eMtHmKO8GsA,UCCBxoZSvpUB6ObvvN2yIJfw,"""too many people in finance are betas who either think theyre alphas or think that they need to act like alphas cos they think thats what they need to do to fit in"" SPOT.ON. Ive been working as a lawyer on Wall Street for the last few years and thats EXACTLY how I would describe them. Hearing someone else say it made my day. Thats why I'm trying desperately to break into data science and engineering (plus the fact that in data science i finally found something that I love doing). Just off that one observation you have won me as a loyal fan. Im going to be watching alot more of your videos.",10,2019-06-06T21:08:12.000Z,0.16833333333333333,neutral
814,eMtHmKO8GsA,UCxatD3Cl7GU-ulw9ySBKvvQ,I'm currently an undergrad in cs. This is honestly very inspiring.,42,2016-11-06T03:04:11.000Z,0.325,positive
815,eMtHmKO8GsA,UCw5ROZ53wZUuXceFaeMh8pg,"you're a cool dude man, you just gave me a confirmation on what I was asking myself do what I lover, what is beneficial for the world and not the share balders  and second do a portfolio, how the hell Im gonna do that whahaha :/",1,2018-07-03T14:27:37.000Z,0.033333333333333326,neutral
816,eMtHmKO8GsA,UC8xdzvav5QNdovvptD0H05w,"Sentdex,  Thanks for making these machine learning, python, tensor flow things videos. Inspirational story man. I know this is a short comment but ... thank you and I look forward to your videos. Great teacher and mentor for us all!",14,2017-12-04T04:17:10.000Z,0.425,positive
817,eMtHmKO8GsA,UCbxg_2XHK_ThOJqUb8MSztA,"I am really impressed. More power to you, pal.)))))))))))))))))))))))))) I've been Linux system programmer and Web developer for the last 6 years. I don't have a formal education, too. Nowadays, you don't need to pay college tuition - the only thing you need is passion + hard work + internet connection.)))) Respect.",22,2016-12-03T18:00:34.000Z,0.24166666666666664,neutral
818,eMtHmKO8GsA,UCoIkXNUZVm-WrQgXtTX95Qg,"much love Harrison, you taught me pandas, intro'd me to machine learning and neural networks with your videos.",7,2016-11-08T20:10:46.000Z,0.5,positive
819,eMtHmKO8GsA,UC_7Aw_7dkPnxaivBdwKA6uA,"totally agree with you: just try to do something, that's the best way to learn!",0,2019-10-14T15:02:13.000Z,0.5,positive
820,eMtHmKO8GsA,UCRdyKVOBUkdRJDGb1x3U95w,That was awesome. you're cool dude. love this channel,84,2016-11-05T14:01:10.000Z,0.6166666666666667,positive
821,eMtHmKO8GsA,UC02EzWrmPkXr1FOGb0B3x3w,"""Subscribers += 1 "" haha you've got the greatest sense of humor!",5,2016-11-19T23:17:34.000Z,0.6,positive
822,eMtHmKO8GsA,UCrHKaT-QR8eTub-JIhEczPQ,"You really inspire us. From a restaurant worker to an entrepreneur and finally to this stage, it is such an inspiring journey. I got your recommendation from a friend and you deserve every praise that he mentioned about your channel. I hope to learn as much as I can from your python treasure.",3,2019-09-21T03:13:10.000Z,0.18,neutral
823,eMtHmKO8GsA,UC92u499CHJNaXhEl7hqVIrQ,"Sometimes I come to watch this kind of video when I'm lost to get inspiration.  We have too many resources to learn nowadays and sometimes it is hard to decide where to start.  But thanks to your words, I found a hint how I can do it. Thanks a lot,  you are on my list of people to look up now. :D",2,2019-12-08T03:21:17.000Z,0.3680555555555555,positive
824,eMtHmKO8GsA,UCjipd-yjYfM08T87qBOpDMQ,Do you see yourself using Python for all of your projects in the future? Why/why not?,15,2016-11-05T14:09:13.000Z,0.0,neutral
825,eMtHmKO8GsA,UCOxylyP67bcQxEOIRuFgeVQ,"I'm self taught, and I used some of your content to quickly learn tkinter or whatever I need for my job. I work in GIS and python has helped me get ahead. I agree with google you can learn anything, not just programming. Anyway thanks Sentdex love your stuff.",0,2020-02-16T10:53:25.000Z,0.3444444444444444,positive
826,eMtHmKO8GsA,UCkszbangK_CusbuxNzSVlkg,"I feel you man, thanks for the inspiration, I know what is like to Google every day and know nothing about it",0,2019-02-23T17:31:41.000Z,0.2,neutral
827,eMtHmKO8GsA,UCXt_86rlr0kLf6GSwKVChKQ,2:30 I %2000 percent agree. You're right.,0,2020-02-16T10:04:27.000Z,0.2857142857142857,neutral
828,eMtHmKO8GsA,UC6W5Rmh5q4hBHijEOTdMHPQ,"""Most of those finance people are just not fun to deal with."" LOL! Couldn't agree more.",2,2019-10-14T07:35:55.000Z,0.4625,positive
829,eMtHmKO8GsA,UChnpQ9QoVFu3RVcAGAMQf3g,"3:57 Why Don't You ""Go Start A Business""!""",0,2018-04-07T22:42:16.000Z,0.0,neutral
830,eMtHmKO8GsA,UC5W9Mfjsb8HsVwgIFdHDN6g,Thanks for the honesty.  You do a great job and I appreciate it.,4,2017-03-17T22:51:58.000Z,0.5,positive
831,eMtHmKO8GsA,UCJH7se75gI2SsrVzLsIW9dw,"Underrated YouTuber, Makes me sad. You're the best man",0,2019-08-17T05:13:19.000Z,0.25,neutral
832,eMtHmKO8GsA,UClIhMDj54lsi_PW60bnXsvA,"Everything i know about python, i learnt from u man... Thanks",5,2018-07-31T14:29:59.000Z,0.2,neutral
833,eMtHmKO8GsA,UC_WlDvuuqkHFYUh4WUtt4OQ,"I wish I knew what field I really like in pogramming. Your right, finding what you love and going all the way is not so easy =.= But love your videos! Thank you sensei",0,2019-12-22T13:31:51.000Z,0.40880952380952384,positive
834,eMtHmKO8GsA,UCMDfPLcg2hfezSJDOO4zB0Q,Deeply profound words spoken on this one. I am recommending to friends.,4,2016-11-05T15:45:38.000Z,0.08333333333333333,neutral
835,eMtHmKO8GsA,UCLtGbjxPAG6icpjTYDbfg7A,Additional question: What does 'sentdex' mean?,22,2016-11-05T14:46:31.000Z,-0.3125,negative
836,eMtHmKO8GsA,UCLZu75CcAl9mTB9MRHWy8LQ,"You posted this in 2016, but I watched it today, 29.11.2019. I would like to see a video on how to do a paired programming project and how to conduct a peer code review.",0,2019-11-30T18:28:03.000Z,0.0,neutral
837,eMtHmKO8GsA,UCpWe5WnH-VvaSE4DEoorS5Q,4:52 I have a website where I try to teach all kinds of programming concepts and I can confirm that this statement is true,2,2019-08-17T02:03:19.000Z,0.35,positive
838,eMtHmKO8GsA,UCFA1cxQLQJnVIgmnZjWCGMg,Betas pretending to be alphas. Ha! Love it.,5,2018-12-13T04:10:26.000Z,0.5,positive
839,eMtHmKO8GsA,UCpV-6FPYq3GxSy57S1uk1QA,"""One of the best ways to learn something is to teach it."" Literally why I started my own channel. Good stuff.",1,2019-01-04T15:35:46.000Z,0.7666666666666666,positive
840,eMtHmKO8GsA,UCGdU47HUSoJuSOQjFh7d7jw,Your tutorials are great! I share with all my friends and they also have super positive comments about it! Congratulations and thanks for the great job!!!,0,2018-10-27T22:00:02.000Z,0.5634848484848485,positive
841,eMtHmKO8GsA,UCqSq7mHM8SRPR5eIwfXckKQ,"Hi, those are one of the best advices I have heared in a long time. I am going to follow them to become a better programmer. Just wanted to let you know! You should change the title to ""how to become better at what you do"" or sth ;) Thanks!",0,2018-06-18T07:36:18.000Z,0.4291666666666667,positive
842,eMtHmKO8GsA,UCZx7OGkq-kiOShIsqixKI8A,2:13 this,0,2019-11-02T03:53:19.000Z,0.0,neutral
843,eMtHmKO8GsA,UCvpSGZbCmMM8GuDoC2wgCqw,Am gonna cite you for my work in my thesis <3,0,2019-07-14T10:47:28.000Z,1.0,positive
844,eMtHmKO8GsA,UCTbY9hilTXwSKYaR2FmCKnA,"Just started my programming journey like a month ago, you are such an inspiration, even though I started with java I will be sure to keep python on my radar!!",0,2017-05-06T18:33:10.000Z,0.390625,positive
845,eMtHmKO8GsA,UCnSrGyPMuhfhwjSNHr-sXCA,"2:22 True Basics: IF Statements, Variables ...",0,2018-04-07T22:33:12.000Z,0.35,positive
846,eMtHmKO8GsA,UCyuM3q3UwmQwRDSR_dkGqtw,"This is the best video I've seen so far, explaining what you do for a living and why you do it. Keep doing what you are doing.",0,2017-01-18T18:03:03.000Z,0.55,positive
847,eMtHmKO8GsA,UCdWn7Mc2VptGhYvV24HZwBA,I just stumbled on this channel. You have positive energy and are so helpful and informative. I am learning Python and I have made great use of pythonprogramming.net. Thank you!,2,2019-07-17T19:58:47.000Z,0.6136363636363636,positive
848,eMtHmKO8GsA,UCzePO188KAdfXQFe5RxCRiA,"You're a good man, Harrison.  Thanks for being so generous. I've learned a ton from you!",1,2016-11-15T02:25:22.000Z,0.475,positive
849,eMtHmKO8GsA,UCLP6BJFmsgrDKwSuOcEFmIw,"Have loved learning from you, and super glad to hear more about your background and who you are.  Inspiring me to share, teach, and code more.  Thanks for that :)",0,2016-11-23T03:38:32.000Z,0.4666666666666667,positive
850,eMtHmKO8GsA,UCLqgDVhlCfeW8yQeFuZPUHQ,"Bro, honestly I found a true motivator at the age of 33, when I am jobless and have to look for alternatives to survive. I normally, don't follow what people say, but your words are something like spoken from heart and true in real life scenario. I worked as technical support with leading players in the industry, but I left in frustration as it wasn't something I wanted coz, initially I was a computer script player & more then a good Penetration Tester, learned Visual Basic myself to write computer viruses(lol). Now, I am learning Python from two months and regaining what I left and loved as a University student. Thanks for being Real!, Respect from India!!",0,2018-07-18T05:31:17.000Z,0.2587890625,neutral
851,eMtHmKO8GsA,UCEbKXhPODrDiwHWZtOnWw1w,"Thank you sir for your Python tutorial, it helped me start learning again.",0,2019-09-22T01:07:02.000Z,0.0,neutral
852,eMtHmKO8GsA,UC4Of4MCuQNdO1FfRutCsHkQ,"Love your story man! I have the same background. I learned a lot of python basics through self-study(google) initially but kept forgetting the basics but once I started doing project-oriented scripts and programs, I learned a lot faster.",0,2018-12-26T20:22:15.000Z,0.20833333333333334,neutral
853,eMtHmKO8GsA,UCV7ejMEfjt12jqp1f-B0xXQ,"❤️ your channel! Also, do you have any tutorials on how to set up a server/database to connect to from another computer? How about a webservice?",0,2016-11-05T18:29:05.000Z,0.0,neutral
854,eMtHmKO8GsA,UCW2Ha7ZJUnWtEVX4WgL-GEQ,I am full of motivation. Just discovered your channel and subbed ! Thank you ! Lots of love from India!,1,2017-04-24T10:37:37.000Z,0.5859375,positive
855,eMtHmKO8GsA,UCG1uTMkHoIFuVgl-AkRQsXg,"I've been getting a lot out of your tutorials, and these Q&A videos are great as well. Thanks a lot!",0,2017-04-02T16:44:26.000Z,0.525,positive
856,eMtHmKO8GsA,UCqEHaEPIuwQSo9XkW5klxSA,You're a great man,0,2019-05-18T02:06:08.000Z,0.8,positive
857,eMtHmKO8GsA,UCtQp_qddphhAZj7snwgNX4g,wow....i started learning(teaching myself) python last year december...then i could still use the basic....but now at least when someone quotes a line of code i can confidently say............         i understood that reference.......... : ),0,2018-07-21T10:32:36.000Z,0.175,neutral
858,eMtHmKO8GsA,UC5jJV2wX6-N_eDAK5l4Tr6g,The tutorials are much appreciated Sentdex. Thank you,1,2016-11-10T15:09:08.000Z,0.2,neutral
859,eMtHmKO8GsA,UC1cdAENpvg07uiyARa2fzaA,You're just incredible Harrison! I'm still imagining you as a waiter somewhere...I like your attitude towards what you do!,1,2017-05-05T07:54:58.000Z,1.0,positive
860,eMtHmKO8GsA,UCyIWOuVUUpsHDapu90bbAeg,"you inspired me to learn machine learning, I'm working on my graduation project about deep learning, you helped me a lot. thanks <3",0,2017-07-31T03:04:50.000Z,0.39999999999999997,positive
861,eMtHmKO8GsA,UCRCnsTwoEP4QdeaqGqbb91Q,"That was helpful, thanks. I appreciate you saying how important it is to enjoy what we choose to do as a career and not chase the money only.",0,2016-11-05T13:49:20.000Z,0.25,neutral
862,eMtHmKO8GsA,UC8FdxrHCgb5O3vvruQR_T1A,My friend what you said about Finance people is amazing.  I was one of them myself and I totally agree with you.  That's the reason I am looking forward to changing careers.,0,2017-04-29T02:24:27.000Z,0.30000000000000004,positive
863,eMtHmKO8GsA,UCJIScP86kIs5dFyD4ywJNxg,"Your python, typing skills man!! ,makes me have an adrenaline rush to understand and implement the way you do!!",1,2018-11-22T12:30:54.000Z,0.0,neutral
864,eMtHmKO8GsA,UCfy-CCgl8YNNpYTqWboTUCw,"Good stuff bro. Start learning python and found your videos, it's a bless. Keep it going.",1,2019-04-23T19:45:39.000Z,0.7,positive
865,eMtHmKO8GsA,UC8A1ABTKY_hsyt-M9_uwABA,Thank you for your amazing tutorials. You're an inspiration!!,0,2018-11-04T19:45:40.000Z,0.9375000000000001,positive
866,eMtHmKO8GsA,UCscPHZE-VMdH6ym4PToQhaw,I wish this world had more no-BS people like you. Thank you Harrison.,2,2017-11-23T20:30:57.000Z,0.5,positive
867,eMtHmKO8GsA,UCJN7Miy9tAYUui0_8thgvLw,"thansk bro , this is the best .. im you going well .. you deserve ..",0,2019-10-08T05:18:29.000Z,1.0,positive
868,eMtHmKO8GsA,UC8nFZr3B89OFrwFjQU6o_Xg,"Dude, you are my idol in programming. I love how you teach and slice up all those information to small topics. Just curious, how long has it got you to this level of python since the first day you learned python ?",0,2016-11-15T16:46:52.000Z,0.06999999999999999,neutral
869,eMtHmKO8GsA,UC4U5FgYVV-9SNLDv_b8MTlQ,"Dude, you could do stand-up comedy! You're hilarious hahah. Just kidding, congrats for your work. I've learned a lot from your videos. I just wish you used some other IDE, but it's your thing, I respect that",0,2016-11-05T15:25:41.000Z,0.1875,neutral
870,eMtHmKO8GsA,UCVVnPlv_wgNkMfqqDCdNr7w,Amazing person .. Thanks for all the information you taught me,2,2019-11-29T07:44:18.000Z,0.4,positive
871,eMtHmKO8GsA,UCHazMjIqtc45WhNAXvvg6Tg,You're doing a good job. This is your money :-) Just enjoy!,0,2018-10-26T12:30:36.000Z,0.5666666666666667,positive
872,eMtHmKO8GsA,UCcteL_zSd5No9yxch1f0dCw,"This was super cool! I really like your website. I wasn't aware you were the entrepreneurial type when I first clicked on one of your Python videos, but since it sounds like you're into the same business that am trying to get into (smart data), I will definitely be watching more of your videos.  Happy Thanksgiving!",0,2017-11-23T22:44:23.000Z,0.3185119047619048,positive
873,eMtHmKO8GsA,UCFkIQN9PG8FYvMTa53pTXjQ,I like how it was almost 10 minutes but wasn't,0,2020-03-26T14:35:52.000Z,0.0,neutral
874,eMtHmKO8GsA,UCzsFqC1C0CK_fNg47m2FyyA,Don't you do stock investment using sentiment analysis?,12,2016-11-05T14:30:49.000Z,0.0,neutral
875,eMtHmKO8GsA,UCrpoB06EbQ8JpEnnrsySzTQ,"That was a really great and informative video, keep up the good work!!",17,2016-11-05T13:58:11.000Z,0.9,positive
876,eMtHmKO8GsA,UCHUsh-wxTgvuQVPiYFQVKlw,42 finance alphas would like to have a word with you! =),2,2017-12-15T02:46:27.000Z,0.5,positive
877,eMtHmKO8GsA,UC9XQrCLHskIBWHgaXCFJxVw,"Dude ! that was a perfect video, exactly the advices that i needed !! thanks :) Keep it up",0,2017-01-22T14:21:06.000Z,0.52265625,positive
878,eMtHmKO8GsA,UCiFaazuQSo3fYf0SgNUl8mA,Hey Harrison! That was super inspiring and some really spot on advice. Great stuff! Thanks! :D,1,2017-03-21T05:13:27.000Z,0.5472222222222222,positive
879,eMtHmKO8GsA,UCnSrGyPMuhfhwjSNHr-sXCA,0:49 Self Employed Since 12 Years Old!,0,2018-04-07T22:29:33.000Z,0.125,neutral
880,eMtHmKO8GsA,UCKlrkv8-g_GOI-FHeRejgVQ,"Great spirit, grit, and wisdom. You got my sub",0,2018-09-28T17:46:11.000Z,0.8,positive
881,eMtHmKO8GsA,UC2s7Nc2lkI4dUra1O91ggSw,thank you for all the high quality tutorials. Your channel is my favorite.,0,2017-05-23T07:52:04.000Z,0.33,positive
882,eMtHmKO8GsA,UCfdAoeofjv-QGF8AlJjJ5HA,I like the way you explained everything you are inspirational buddy,0,2018-06-23T13:21:50.000Z,0.5,positive
883,eMtHmKO8GsA,UCBzPA18SS_jYRpC0nRupt2Q,I remember sending you an email about this topic a while ago. Now I know why you never got to answer it. All the answers are in your videos. Keep up the good job. Your tutorials pushed me to try something different and python is indeed a superpower.,0,2019-03-21T08:40:35.000Z,0.35,positive
884,eMtHmKO8GsA,UCJRSyZ3AbTpmrP4O1JfCH5A,will you do a tutorial on how to make a site like sentdex. com including all the visualisation stuff going on the site.  thanks.,12,2016-11-05T20:21:33.000Z,0.2,neutral
885,eMtHmKO8GsA,UCAWVCFjHUHxKeHgrLfDLZuA,The thumbnail to this video makes it seem like the answer to the title of the video is going to be really awkward.,0,2020-03-05T04:40:39.000Z,-0.6,negative
886,eMtHmKO8GsA,UCLoCZwC0yL7TgKo9oVpDJOg,"thank you for sharing your knowledge to the public, and i have learn a lot from your tutorial, thank your so much",0,2020-02-20T05:37:25.000Z,0.1,neutral
887,eMtHmKO8GsA,UCw486iBX5kaFl4AY_glXz-A,High caliber individual; glad I found his channel!,1,2019-09-22T13:53:16.000Z,0.26166666666666666,neutral
888,eMtHmKO8GsA,UCQc-vArlAFbnvBHA7akZ3pg,Great job man! This is the first Youtube video that I commented on. You actually directly got offers from FB and Apple without any format of interviewing? Amazing!,0,2018-01-16T08:15:21.000Z,0.44000000000000006,positive
889,eMtHmKO8GsA,UCpGXiju7BORxsg--5l4OwGQ,I am going to turn off my ad blocker now when I watch your videos! Thank you for all the knowledge you share with us!,0,2018-01-11T19:58:21.000Z,0.0,neutral
